('with anomalies', 'VADA', 0.6851431687862338, 0.47001279888130215)
('anomalies at ', '2025-03-28T06:32:47.800000Z_VADA')
('with anomalies', 'VADA', 0.6353220471895855, 0.3677079583126156)
('with anomalies', 'VBOR', 0.8254793262591155, 0.5718462868527581)
('anomalies at ', '2025-07-20T06:59:13.250000Z_VBOR')
('with anomalies', 'VBOR', 0.7410288846017321, 0.38343804156882294)
('with anomalies', 'VITI', 7.696223622068118, 25.65783927041034)
('anomalies at ', '2023-08-03T01:36:52.800000Z_VITI')
('with anomalies', 'VITI', 0.8427159707839637, 0.8884836154519004)
('with anomalies', 'HELL', 0.7513255115814056, 0.2699553413568185)
('with anomalies', 'HELL', 0.7513255115814056, 0.2699553413568185)
('with anomalies', 'ATOP', 0.7995226163242586, 0.280851318817552)
('with anomalies', 'ATOP', 0.7995226163242586, 0.280851318817552)
('with anomalies', 'OSKV', 0.6653487960648775, 0.21288810564621458)
('with anomalies', 'OSKV', 0.6653487960648775, 0.21288810564621458)
('average_inside_caldera', 0.7681867399386682, 0.06965444473059422)
('average_outside_caldera', 0.7025394839860948, 0.09058784614856316)
