('without anomalies', 'Gauss_6.0', 'JONS', 25.25951179309097, 10.140923623311048)
('with anomalies', 'Gauss_6.0', 'TOHR', 23.738883310727598, 11.27635738554049)
('without anomalies', 'Gauss_6.0', 'TOHR', 23.738883310727598, 11.27635738554049)
('with anomalies', 'Gauss_6.0', 'HELL', 38.87000985210573, 12.448487614624543)
('without anomalies', 'Gauss_6.0', 'HELL', 38.87000985210573, 12.448487614624543)
('with anomalies', 'Gauss_6.0', 'MYNG', 27.104108644867893, 12.956070017153174)
('without anomalies', 'Gauss_6.0', 'MYNG', 27.104108644867893, 12.956070017153174)
('with anomalies', 'Gauss_6.0', 'MIDF', 11.160994796817617, 6.394344946783255)
('without anomalies', 'Gauss_6.0', 'MIDF', 10.713191548833198, 5.630721264649953)
('with anomalies', 'Gauss_6.0', 'MYVO', 25.027307168192344, 9.148300228857284)
('without anomalies', 'Gauss_6.0', 'MYVO', 25.027307168192344, 9.148300228857284)
('with anomalies', 'Gauss_6.0', 'OSVA', 65.76179636015482, 17.21932550523583)
('without anomalies', 'Gauss_6.0', 'OSVA', 65.76179636015482, 17.21932550523583)
('with anomalies', 'Gauss_6.0', 'ASK', 14.359391128233412, 4.262962618919597)
('without anomalies', 'Gauss_6.0', 'ASK', 14.359391128233412, 4.262962618919597)
('with anomalies', 'Gauss_6.0', 'OLGR', 60.11112102521688, 21.75636224866154)
('without anomalies', 'Gauss_6.0', 'OLGR', 60.11112102521688, 21.75636224866154)
('with anomalies', 'Gauss_6.0', 'NAUG', 13.230128985930548, 0.0)
('without anomalies', 'Gauss_6.0', 'NAUG', 13.230128985930548, 0.0)
('with anomalies', 'Gauss_6.0', 'DREK', 17.02814956356779, 4.390786634396129)
('without anomalies', 'Gauss_6.0', 'DREK', 17.02814956356779, 4.390786634396129)
('with anomalies', 'Gauss_6.0', 'RODG', 17.84034758732839, 8.732982401264884)
('without anomalies', 'Gauss_6.0', 'RODG', 17.84034758732839, 8.732982401264884)
('with anomalies', 'Gauss_6.0', 'VBOR', 26.655715964737258, 26.591833080188614)
('without anomalies', 'Gauss_6.0', 'VBOR', 21.636399295353772, 13.657977790938165)
('with anomalies', 'Gauss_6.0', 'KLUR', 15.931715515679677, 6.651142938305588)
('without anomalies', 'Gauss_6.0', 'KLUR', 15.931715515679677, 6.651142938305588)
('with anomalies', 'Gauss_6.0', 'SVAD', 12.96352476841111, 6.288186587942918)
('without anomalies', 'Gauss_6.0', 'SVAD', 12.96352476841111, 6.288186587942918)
('with anomalies', 'Gauss_6.0', 'ATOP', 21.436809253758124, 0.0)
('without anomalies', 'Gauss_6.0', 'ATOP', 21.436809253758124, 0.0)
('with anomalies', 'Gauss_6.0', 'HOTT', 16.0765742683857, 5.868646210849807)
('without anomalies', 'Gauss_6.0', 'HOTT', 16.0765742683857, 5.868646210849807)
('with anomalies', 'Gauss_6.0', 'RIFR', 13.125297099332418, 6.537752937699176)
('without anomalies', 'Gauss_6.0', 'RIFR', 13.125297099332418, 6.537752937699176)
('with anomalies', 'Gauss_6.0', 'TOLI', 9.847393908594686, 4.664647789573354)
('without anomalies', 'Gauss_6.0', 'TOLI', 9.847393908594686, 4.664647789573354)
('with anomalies', 'Gauss_6.0', 'DYSA', 20.26408604602444, 3.861947068319236)
('without anomalies', 'Gauss_6.0', 'DYSA', 20.26408604602444, 3.861947068319236)
('with anomalies', 'Gauss_6.0', 'MOFO', 11.402953311513365, 5.365136176013096)
('without anomalies', 'Gauss_6.0', 'MOFO', 11.402953311513365, 5.365136176013096)
('with anomalies', 'Gauss_6.0', 'KATT', 16.583924531153723, 7.165273474455458)
('without anomalies', 'Gauss_6.0', 'KATT', 16.583924531153723, 7.165273474455458)
('with anomalies', 'Gauss_6.0', 'FJAS', 12.142016044105919, 6.289133036954815)
('without anomalies', 'Gauss_6.0', 'FJAS', 12.142016044105919, 6.289133036954815)
('with anomalies', 'Gauss_6.0', 'STOR', 6.791923499052877, 5.425130949402289)
('without anomalies', 'Gauss_6.0', 'STOR', 6.791923499052877, 5.425130949402289)
('with anomalies', 'Gauss_6.0', 'VIKS', 17.169997218337834, 0.0)
('without anomalies', 'Gauss_6.0', 'VIKS', 17.169997218337834, 0.0)
('with anomalies', 'Gauss_6.0', 'VADA', 9.662203627327187, 5.718928753959448)
('without anomalies', 'Gauss_6.0', 'VADA', 9.662203627327187, 5.718928753959448)
('with anomalies', 'Gauss_6.0', 'LIND', 11.061593031197905, 4.876252293891544)
